feature,importance,task,feature_set,model,fold
numeric__client_energest_total_delta,0.002301707156012838,seven_class,all,extra_trees,1
numeric__app_delivery_ratio,0.00047620285178866673,seven_class,all,extra_trees,1
numeric__app_timeouts_delta,0.00035472935009635503,seven_class,all,extra_trees,1
numeric__client_mac_reset_nodes,0.0003057083051691967,seven_class,all,extra_trees,1
numeric__client_mac_valid_nodes,0.0002622683979286948,seven_class,all,extra_trees,1
numeric__parent_changes_delta,0.00018345813200127726,seven_class,all,extra_trees,1
numeric__queue_drops_delta,0.00013400725147400344,seven_class,all,extra_trees,1
numeric__uplink_delivery_ratio,0.00011677543226884043,seven_class,all,extra_trees,1
numeric__route_miss_delta,0.0,seven_class,all,extra_trees,1
numeric__reachable_fraction,0.0,seven_class,all,extra_trees,1
numeric__root_mean_rssi,0.0,seven_class,all,extra_trees,1
numeric__mean_neighbors,0.0,seven_class,all,extra_trees,1
numeric__root_mac_rx_delta,0.11783591749243252,seven_class,all,extra_trees,2
numeric__mean_rank,0.08846004772727863,seven_class,all,extra_trees,2
numeric__mean_etx_x100,0.08804343003477985,seven_class,all,extra_trees,2
numeric__client_mac_rx_delta,0.07750467722202879,seven_class,all,extra_trees,2
numeric__root_mean_etx_x100,0.06766231789928298,seven_class,all,extra_trees,2
numeric__client_energest_tx_delta,0.06056956485854117,seven_class,all,extra_trees,2
numeric__client_radio_tx_fraction,0.05944890592167129,seven_class,all,extra_trees,2
numeric__client_energest_listen_delta,0.05888605726945938,seven_class,all,extra_trees,2
numeric__p95_etx_x100,0.05331435624537449,seven_class,all,extra_trees,2
numeric__client_mac_acked_delta,0.04817790353557033,seven_class,all,extra_trees,2
numeric__client_mac_tx_attempts_delta,0.04632995899963118,seven_class,all,extra_trees,2
numeric__std_etx_x100,0.03621743936453279,seven_class,all,extra_trees,2
numeric__client_mac_ack_ratio,0.03262601770003858,seven_class,all,extra_trees,2
numeric__root_mac_ack_ratio,0.02175213757621352,seven_class,all,extra_trees,2
numeric__root_radio_tx_fraction,0.021441153754562858,seven_class,all,extra_trees,2
numeric__root_energest_tx_delta,0.01941324078213241,seven_class,all,extra_trees,2
numeric__mean_rssi,0.018207736753604233,seven_class,all,extra_trees,2
numeric__root_mac_tx_attempts_delta,0.012274957328812567,seven_class,all,extra_trees,2
numeric__mean_rtt_ms,0.011454821674375825,seven_class,all,extra_trees,2
numeric__p95_rtt_ms,0.006444995422259222,seven_class,all,extra_trees,2
numeric__std_rtt_ms,0.006055882371892455,seven_class,all,extra_trees,2
numeric__median_rtt_ms,0.005643746738936987,seven_class,all,extra_trees,2
numeric__max_rtt_ms,0.005561857210687877,seven_class,all,extra_trees,2
numeric__root_server_tx_delta,0.004662942877795682,seven_class,all,extra_trees,2
numeric__root_server_rx_delta,0.00449956004012717,seven_class,all,extra_trees,2
numeric__root_mac_acked_delta,0.004148368377931843,seven_class,all,extra_trees,2
numeric__app_rx_delta,0.004146763979440702,seven_class,all,extra_trees,2
numeric__app_tx_delta,0.003982963809675293,seven_class,all,extra_trees,2
numeric__transaction_success_count,0.003303480786058987,seven_class,all,extra_trees,2
numeric__uplink_success_count,0.0032525162731307008,seven_class,all,extra_trees,2
numeric__transaction_count,0.003164317374711033,seven_class,all,extra_trees,2
numeric__client_energest_total_delta,0.0023003400831021134,seven_class,all,extra_trees,2
numeric__client_mac_valid_nodes,0.0006079175930604973,seven_class,all,extra_trees,2
numeric__client_mac_reset_nodes,0.000569030456149887,seven_class,all,extra_trees,2
numeric__app_delivery_ratio,0.0005085128716345715,seven_class,all,extra_trees,2
numeric__parent_changes_delta,0.0004924025476694285,seven_class,all,extra_trees,2
numeric__app_timeouts_delta,0.0004123839016864369,seven_class,all,extra_trees,2
numeric__uplink_delivery_ratio,0.0003107108146988571,seven_class,all,extra_trees,2
numeric__queue_drops_delta,0.0003106643290268664,seven_class,all,extra_trees,2
numeric__route_miss_delta,0.0,seven_class,all,extra_trees,2
numeric__reachable_fraction,0.0,seven_class,all,extra_trees,2
numeric__root_mean_rssi,0.0,seven_class,all,extra_trees,2
numeric__mean_neighbors,0.0,seven_class,all,extra_trees,2
numeric__root_mac_rx_delta,0.11799303973184855,seven_class,all,extra_trees,3
numeric__mean_rank,0.08907288675823831,seven_class,all,extra_trees,3
numeric__mean_etx_x100,0.0853337040885929,seven_class,all,extra_trees,3
numeric__client_mac_rx_delta,0.0848359130951092,seven_class,all,extra_trees,3
numeric__root_mean_etx_x100,0.06880182011033353,seven_class,all,extra_trees,3
numeric__client_energest_tx_delta,0.06048870353948059,seven_class,all,extra_trees,3
numeric__client_energest_listen_delta,0.06033538977079983,seven_class,all,extra_trees,3
numeric__client_radio_tx_fraction,0.058298018776719654,seven_class,all,extra_trees,3
numeric__p95_etx_x100,0.05074331875169232,seven_class,all,extra_trees,3
numeric__client_mac_acked_delta,0.0494737579201478,seven_class,all,extra_trees,3
numeric__client_mac_tx_attempts_delta,0.046843808143632724,seven_class,all,extra_trees,3
numeric__std_etx_x100,0.03533429704562669,seven_class,all,extra_trees,3
numeric__client_mac_ack_ratio,0.03378823068887268,seven_class,all,extra_trees,3
numeric__root_mac_ack_ratio,0.021091463677980416,seven_class,all,extra_trees,3
numeric__root_radio_tx_fraction,0.019596906317984303,seven_class,all,extra_trees,3
numeric__mean_rssi,0.019133280543264714,seven_class,all,extra_trees,3
numeric__root_energest_tx_delta,0.017823449789762257,seven_class,all,extra_trees,3
numeric__root_mac_tx_attempts_delta,0.012405606061505618,seven_class,all,extra_trees,3
numeric__mean_rtt_ms,0.011139007702946815,seven_class,all,extra_trees,3
numeric__p95_rtt_ms,0.005783851869831757,seven_class,all,extra_trees,3
numeric__max_rtt_ms,0.005438341376654465,seven_class,all,extra_trees,3
numeric__std_rtt_ms,0.0053317143006429875,seven_class,all,extra_trees,3
numeric__median_rtt_ms,0.005277716891441387,seven_class,all,extra_trees,3
numeric__root_server_rx_delta,0.004318941766579789,seven_class,all,extra_trees,3
numeric__root_server_tx_delta,0.0043102910890142855,seven_class,all,extra_trees,3
numeric__root_mac_acked_delta,0.004217588295222157,seven_class,all,extra_trees,3
numeric__app_tx_delta,0.0040738192169942015,seven_class,all,extra_trees,3
numeric__app_rx_delta,0.003952179232411465,seven_class,all,extra_trees,3
numeric__transaction_success_count,0.0033285772889010564,seven_class,all,extra_trees,3
numeric__uplink_success_count,0.003069458461237502,seven_class,all,extra_trees,3
numeric__transaction_count,0.0030625683986375417,seven_class,all,extra_trees,3
numeric__client_energest_total_delta,0.002185507674057749,seven_class,all,extra_trees,3
numeric__app_delivery_ratio,0.0006540573148428961,seven_class,all,extra_trees,3
numeric__app_timeouts_delta,0.0005449934770479956,seven_class,all,extra_trees,3
numeric__client_mac_valid_nodes,0.0005394307392316214,seven_class,all,extra_trees,3
numeric__client_mac_reset_nodes,0.0004974861677403431,seven_class,all,extra_trees,3
numeric__parent_changes_delta,0.0003952379539290666,seven_class,all,extra_trees,3
numeric__queue_drops_delta,0.00025749817687361156,seven_class,all,extra_trees,3
numeric__uplink_delivery_ratio,0.00022813779416941198,seven_class,all,extra_trees,3
numeric__route_miss_delta,0.0,seven_class,all,extra_trees,3
numeric__reachable_fraction,0.0,seven_class,all,extra_trees,3
numeric__root_mean_rssi,0.0,seven_class,all,extra_trees,3
numeric__mean_neighbors,0.0,seven_class,all,extra_trees,3
numeric__root_mac_rx_delta,0.12432662644808973,seven_class,all,extra_trees,4
numeric__mean_rank,0.09356437084702139,seven_class,all,extra_trees,4
numeric__client_mac_rx_delta,0.08150365653080946,seven_class,all,extra_trees,4
numeric__mean_etx_x100,0.08070035450897335,seven_class,all,extra_trees,4
numeric__root_mean_etx_x100,0.07133487712284627,seven_class,all,extra_trees,4
numeric__client_energest_tx_delta,0.05839490945881523,seven_class,all,extra_trees,4
numeric__client_radio_tx_fraction,0.05754097351984223,seven_class,all,extra_trees,4
numeric__client_energest_listen_delta,0.0573093054418921,seven_class,all,extra_trees,4
numeric__p95_etx_x100,0.05011362502588224,seven_class,all,extra_trees,4
numeric__client_mac_acked_delta,0.04864342373614222,seven_class,all,extra_trees,4
numeric__client_mac_tx_attempts_delta,0.043892432175486565,seven_class,all,extra_trees,4
numeric__std_etx_x100,0.03341201805825691,seven_class,all,extra_trees,4
numeric__client_mac_ack_ratio,0.03169166890169567,seven_class,all,extra_trees,4
numeric__mean_rssi,0.024769208623124324,seven_class,all,extra_trees,4
numeric__root_mac_ack_ratio,0.022062674967385013,seven_class,all,extra_trees,4
numeric__root_radio_tx_fraction,0.02151843054227506,seven_class,all,extra_trees,4
numeric__root_energest_tx_delta,0.017379283474722864,seven_class,all,extra_trees,4
numeric__root_mac_tx_attempts_delta,0.01279614662152173,seven_class,all,extra_trees,4
numeric__mean_rtt_ms,0.012010130106768236,seven_class,all,extra_trees,4
numeric__median_rtt_ms,0.0061019670929773435,seven_class,all,extra_trees,4
numeric__p95_rtt_ms,0.006018569094850013,seven_class,all,extra_trees,4
numeric__std_rtt_ms,0.005532282901545127,seven_class,all,extra_trees,4
numeric__max_rtt_ms,0.004979330433895651,seven_class,all,extra_trees,4
numeric__root_server_tx_delta,0.004381259049030699,seven_class,all,extra_trees,4
numeric__root_server_rx_delta,0.004315422466281328,seven_class,all,extra_trees,4
numeric__root_mac_acked_delta,0.003892744721715957,seven_class,all,extra_trees,4
numeric__app_tx_delta,0.003776252042214642,seven_class,all,extra_trees,4
numeric__app_rx_delta,0.0036443071809587556,seven_class,all,extra_trees,4
numeric__transaction_success_count,0.0031305483332050485,seven_class,all,extra_trees,4
numeric__uplink_success_count,0.002921316976395246,seven_class,all,extra_trees,4
numeric__transaction_count,0.0029153102468296535,seven_class,all,extra_trees,4
numeric__client_energest_total_delta,0.002063834412789997,seven_class,all,extra_trees,4
numeric__client_mac_reset_nodes,0.0006064565555870519,seven_class,all,extra_trees,4
numeric__parent_changes_delta,0.0005432377810002529,seven_class,all,extra_trees,4
numeric__client_mac_valid_nodes,0.0005389289051906832,seven_class,all,extra_trees,4
numeric__app_delivery_ratio,0.0005368552645110751,seven_class,all,extra_trees,4
numeric__app_timeouts_delta,0.0004919526929488253,seven_class,all,extra_trees,4
numeric__uplink_delivery_ratio,0.0003374181726193974,seven_class,all,extra_trees,4
numeric__queue_drops_delta,0.0003078895639027359,seven_class,all,extra_trees,4
numeric__route_miss_delta,0.0,seven_class,all,extra_trees,4
numeric__reachable_fraction,0.0,seven_class,all,extra_trees,4
numeric__root_mean_rssi,0.0,seven_class,all,extra_trees,4
numeric__mean_neighbors,0.0,seven_class,all,extra_trees,4
numeric__root_mac_rx_delta,0.11861198074107016,seven_class,all,extra_trees,5
numeric__mean_etx_x100,0.08394254042511196,seven_class,all,extra_trees,5
numeric__client_mac_rx_delta,0.08370685629103332,seven_class,all,extra_trees,5
numeric__mean_rank,0.07922395536207019,seven_class,all,extra_trees,5
numeric__root_mean_etx_x100,0.0707255740400563,seven_class,all,extra_trees,5
numeric__client_energest_listen_delta,0.059029346890753044,seven_class,all,extra_trees,5
numeric__client_energest_tx_delta,0.05805504809022913,seven_class,all,extra_trees,5
numeric__client_radio_tx_fraction,0.05484630912319704,seven_class,all,extra_trees,5
numeric__p95_etx_x100,0.053339443743647,seven_class,all,extra_trees,5
numeric__client_mac_acked_delta,0.04942201388180236,seven_class,all,extra_trees,5
numeric__client_mac_tx_attempts_delta,0.045649796878783955,seven_class,all,extra_trees,5
numeric__std_etx_x100,0.032363443192273675,seven_class,all,extra_trees,5
numeric__client_mac_ack_ratio,0.03166306545852901,seven_class,all,extra_trees,5
numeric__mean_rssi,0.027003631789657173,seven_class,all,extra_trees,5
numeric__root_mac_ack_ratio,0.025350586240236558,seven_class,all,extra_trees,5
numeric__root_radio_tx_fraction,0.02141645744577227,seven_class,all,extra_trees,5
numeric__root_energest_tx_delta,0.019123971880283034,seven_class,all,extra_trees,5
numeric__root_mac_tx_attempts_delta,0.013531469779615023,seven_class,all,extra_trees,5
numeric__mean_rtt_ms,0.011604763049695443,seven_class,all,extra_trees,5
numeric__p95_rtt_ms,0.006648689069807595,seven_class,all,extra_trees,5
numeric__median_rtt_ms,0.006153819111665528,seven_class,all,extra_trees,5
numeric__std_rtt_ms,0.005959231259228641,seven_class,all,extra_trees,5
numeric__max_rtt_ms,0.0054631341663963495,seven_class,all,extra_trees,5
numeric__root_server_tx_delta,0.004840372686847105,seven_class,all,extra_trees,5
numeric__root_server_rx_delta,0.00435661494675805,seven_class,all,extra_trees,5
numeric__root_mac_acked_delta,0.004266135406210006,seven_class,all,extra_trees,5
numeric__app_tx_delta,0.004135145953884538,seven_class,all,extra_trees,5
numeric__app_rx_delta,0.004051341676008477,seven_class,all,extra_trees,5
numeric__transaction_count,0.0033474158546215813,seven_class,all,extra_trees,5
numeric__transaction_success_count,0.0032014531059446293,seven_class,all,extra_trees,5
numeric__uplink_success_count,0.003176298679729511,seven_class,all,extra_trees,5
numeric__client_energest_total_delta,0.002593045033573187,seven_class,all,extra_trees,5
numeric__app_delivery_ratio,0.0006288319599044299,seven_class,all,extra_trees,5
numeric__client_mac_valid_nodes,0.0005877958133634018,seven_class,all,extra_trees,5
numeric__app_timeouts_delta,0.0005799787632735532,seven_class,all,extra_trees,5
numeric__client_mac_reset_nodes,0.00047235306657950987,seven_class,all,extra_trees,5
numeric__parent_changes_delta,0.00043252013395187394,seven_class,all,extra_trees,5
numeric__uplink_delivery_ratio,0.0002601782579299544,seven_class,all,extra_trees,5
numeric__queue_drops_delta,0.00023539075050560307,seven_class,all,extra_trees,5
numeric__route_miss_delta,0.0,seven_class,all,extra_trees,5
numeric__reachable_fraction,0.0,seven_class,all,extra_trees,5
numeric__root_mean_rssi,0.0,seven_class,all,extra_trees,5
numeric__mean_neighbors,0.0,seven_class,all,extra_trees,5
numeric__root_mac_rx_delta,0.27621393940086514,attack_subtype,all,random_forest,1
numeric__client_mac_rx_delta,0.15279934025091876,attack_subtype,all,random_forest,1
numeric__client_energest_tx_delta,0.07027207466654327,attack_subtype,all,random_forest,1
numeric__client_radio_tx_fraction,0.06183306457824084,attack_subtype,all,random_forest,1
numeric__client_energest_listen_delta,0.06099019789041884,attack_subtype,all,random_forest,1
numeric__root_radio_tx_fraction,0.058465105879080825,attack_subtype,all,random_forest,1
numeric__root_energest_tx_delta,0.05787856880536873,attack_subtype,all,random_forest,1
numeric__client_mac_acked_delta,0.057159608680860556,attack_subtype,all,random_forest,1
numeric__client_mac_tx_attempts_delta,0.055146909276607016,attack_subtype,all,random_forest,1
numeric__mean_rank,0.022137805231807882,attack_subtype,all,random_forest,1
numeric__mean_etx_x100,0.014921956489110558,attack_subtype,all,random_forest,1
numeric__p95_etx_x100,0.012961470757680857,attack_subtype,all,random_forest,1
numeric__std_etx_x100,0.010856186161978797,attack_subtype,all,random_forest,1
numeric__max_rtt_ms,0.008745123161343831,attack_subtype,all,random_forest,1
numeric__root_mean_etx_x100,0.008339471479946898,attack_subtype,all,random_forest,1
numeric__median_rtt_ms,0.008036800338125602,attack_subtype,all,random_forest,1
numeric__std_rtt_ms,0.008022021908738394,attack_subtype,all,random_forest,1
numeric__mean_rssi,0.007956059946590077,attack_subtype,all,random_forest,1
numeric__mean_rtt_ms,0.007544874326882218,attack_subtype,all,random_forest,1
numeric__p95_rtt_ms,0.006608586998973566,attack_subtype,all,random_forest,1
numeric__client_mac_ack_ratio,0.005879842448903808,attack_subtype,all,random_forest,1
numeric__root_mac_tx_attempts_delta,0.0030779328445700773,attack_subtype,all,random_forest,1
numeric__app_rx_delta,0.0029852821462205835,attack_subtype,all,random_forest,1
numeric__app_tx_delta,0.0029640732029734395,attack_subtype,all,random_forest,1
numeric__root_mac_acked_delta,0.0027729843654739393,attack_subtype,all,random_forest,1
numeric__client_energest_total_delta,0.0025912759000451743,attack_subtype,all,random_forest,1
numeric__root_server_tx_delta,0.002561444223434778,attack_subtype,all,random_forest,1
numeric__root_mac_ack_ratio,0.0024284433608255523,attack_subtype,all,random_forest,1
numeric__transaction_success_count,0.002215396020289516,attack_subtype,all,random_forest,1
numeric__root_server_rx_delta,0.0021326041955170923,attack_subtype,all,random_forest,1
numeric__transaction_count,0.0018170973229703423,attack_subtype,all,random_forest,1
numeric__uplink_success_count,0.001625015669231231,attack_subtype,all,random_forest,1
numeric__app_timeouts_delta,3.198556646380523e-05,attack_subtype,all,random_forest,1
numeric__app_delivery_ratio,2.7456502998023576e-05,attack_subtype,all,random_forest,1
numeric__queue_drops_delta,5.659594085990016e-17,attack_subtype,all,random_forest,1
numeric__route_miss_delta,0.0,attack_subtype,all,random_forest,1
numeric__reachable_fraction,0.0,attack_subtype,all,random_forest,1
numeric__mean_neighbors,0.0,attack_subtype,all,random_forest,1
numeric__uplink_delivery_ratio,0.0,attack_subtype,all,random_forest,1
numeric__root_mean_rssi,0.0,attack_subtype,all,random_forest,1
numeric__parent_changes_delta,0.0,attack_subtype,all,random_forest,1
numeric__client_mac_valid_nodes,0.0,attack_subtype,all,random_forest,1
numeric__client_mac_reset_nodes,0.0,attack_subtype,all,random_forest,1
numeric__root_mac_rx_delta,0.2865123622310197,attack_subtype,all,random_forest,2
numeric__client_mac_rx_delta,0.13416412237683226,attack_subtype,all,random_forest,2
numeric__client_energest_tx_delta,0.07749773912402896,attack_subtype,all,random_forest,2
numeric__client_energest_listen_delta,0.0645844635627447,attack_subtype,all,random_forest,2
numeric__client_radio_tx_fraction,0.06382927687727079,attack_subtype,all,random_forest,2
numeric__root_radio_tx_fraction,0.06225080695795291,attack_subtype,all,random_forest,2
numeric__client_mac_tx_attempts_delta,0.061947504142586235,attack_subtype,all,random_forest,2
numeric__client_mac_acked_delta,0.053768846312183705,attack_subtype,all,random_forest,2
numeric__root_energest_tx_delta,0.04826940331090554,attack_subtype,all,random_forest,2
numeric__mean_etx_x100,0.01647345833854564,attack_subtype,all,random_forest,2
numeric__p95_etx_x100,0.014984338310887975,attack_subtype,all,random_forest,2
numeric__std_etx_x100,0.011703333353023943,attack_subtype,all,random_forest,2
numeric__mean_rank,0.011551204542271442,attack_subtype,all,random_forest,2
numeric__max_rtt_ms,0.009611885711068933,attack_subtype,all,random_forest,2
numeric__mean_rtt_ms,0.009174328566327734,attack_subtype,all,random_forest,2
numeric__std_rtt_ms,0.008656279105068608,attack_subtype,all,random_forest,2
numeric__median_rtt_ms,0.008363460452670172,attack_subtype,all,random_forest,2
numeric__p95_rtt_ms,0.008285433662959855,attack_subtype,all,random_forest,2
numeric__root_mean_etx_x100,0.007836541664463967,attack_subtype,all,random_forest,2
numeric__client_mac_ack_ratio,0.005650880402020171,attack_subtype,all,random_forest,2
numeric__mean_rssi,0.004876942404214633,attack_subtype,all,random_forest,2
numeric__root_mac_tx_attempts_delta,0.0036164188945287724,attack_subtype,all,random_forest,2
numeric__root_mac_ack_ratio,0.0036021247312107603,attack_subtype,all,random_forest,2
numeric__app_rx_delta,0.003355102262239859,attack_subtype,all,random_forest,2
numeric__app_tx_delta,0.0028879828391623753,attack_subtype,all,random_forest,2
numeric__root_mac_acked_delta,0.0028139549984544593,attack_subtype,all,random_forest,2
numeric__root_server_tx_delta,0.0025648974546809682,attack_subtype,all,random_forest,2
numeric__root_server_rx_delta,0.0024641724616566913,attack_subtype,all,random_forest,2
numeric__transaction_count,0.0020801383469631145,attack_subtype,all,random_forest,2
numeric__uplink_success_count,0.00199840553710472,attack_subtype,all,random_forest,2
numeric__client_energest_total_delta,0.0019942940998941843,attack_subtype,all,random_forest,2
numeric__transaction_success_count,0.0019478152056154102,attack_subtype,all,random_forest,2
numeric__queue_drops_delta,0.0002326821125891121,attack_subtype,all,random_forest,2
numeric__uplink_delivery_ratio,0.00017270351440820282,attack_subtype,all,random_forest,2
numeric__app_delivery_ratio,0.00014335230617155037,attack_subtype,all,random_forest,2
numeric__app_timeouts_delta,0.00013334382627189705,attack_subtype,all,random_forest,2
numeric__reachable_fraction,0.0,attack_subtype,all,random_forest,2
numeric__route_miss_delta,0.0,attack_subtype,all,random_forest,2
numeric__mean_neighbors,0.0,attack_subtype,all,random_forest,2
numeric__root_mean_rssi,0.0,attack_subtype,all,random_forest,2
numeric__parent_changes_delta,0.0,attack_subtype,all,random_forest,2
numeric__client_mac_valid_nodes,0.0,attack_subtype,all,random_forest,2
numeric__client_mac_reset_nodes,0.0,attack_subtype,all,random_forest,2
numeric__root_mac_rx_delta,0.28245268290447134,attack_subtype,all,random_forest,3
numeric__client_mac_rx_delta,0.14343931016251166,attack_subtype,all,random_forest,3
numeric__client_energest_tx_delta,0.07791077165824935,attack_subtype,all,random_forest,3
numeric__client_energest_listen_delta,0.0674601026545259,attack_subtype,all,random_forest,3
numeric__client_radio_tx_fraction,0.06547110073954088,attack_subtype,all,random_forest,3
numeric__root_radio_tx_fraction,0.06268765648301175,attack_subtype,all,random_forest,3
numeric__client_mac_tx_attempts_delta,0.06169811099608109,attack_subtype,all,random_forest,3
numeric__client_mac_acked_delta,0.05298356727369195,attack_subtype,all,random_forest,3
numeric__root_energest_tx_delta,0.04609030673860762,attack_subtype,all,random_forest,3
numeric__p95_etx_x100,0.015859580927414883,attack_subtype,all,random_forest,3
numeric__mean_etx_x100,0.015654010783721185,attack_subtype,all,random_forest,3
numeric__mean_rank,0.013960805169122775,attack_subtype,all,random_forest,3
numeric__std_etx_x100,0.011432495157061724,attack_subtype,all,random_forest,3
numeric__max_rtt_ms,0.008049267474929784,attack_subtype,all,random_forest,3
numeric__root_mean_etx_x100,0.007709014548018225,attack_subtype,all,random_forest,3
numeric__p95_rtt_ms,0.007680106760767965,attack_subtype,all,random_forest,3
numeric__std_rtt_ms,0.007518682022237085,attack_subtype,all,random_forest,3
numeric__mean_rtt_ms,0.007211642833782038,attack_subtype,all,random_forest,3
numeric__median_rtt_ms,0.007187742981330253,attack_subtype,all,random_forest,3
numeric__client_mac_ack_ratio,0.0056506610481030835,attack_subtype,all,random_forest,3
numeric__mean_rssi,0.004566305955433037,attack_subtype,all,random_forest,3
numeric__app_tx_delta,0.003205283675882244,attack_subtype,all,random_forest,3
numeric__app_rx_delta,0.0031832159419139263,attack_subtype,all,random_forest,3
numeric__root_mac_tx_attempts_delta,0.0031186271992162005,attack_subtype,all,random_forest,3
numeric__root_mac_ack_ratio,0.0028111576141420657,attack_subtype,all,random_forest,3
numeric__root_mac_acked_delta,0.0027249724004285592,attack_subtype,all,random_forest,3
numeric__root_server_tx_delta,0.002290635173289582,attack_subtype,all,random_forest,3
numeric__transaction_count,0.0020110296544983493,attack_subtype,all,random_forest,3
numeric__uplink_success_count,0.0019835767147370533,attack_subtype,all,random_forest,3
numeric__root_server_rx_delta,0.00188658710618685,attack_subtype,all,random_forest,3
numeric__transaction_success_count,0.0018257302225328645,attack_subtype,all,random_forest,3
numeric__client_energest_total_delta,0.0016073238689231625,attack_subtype,all,random_forest,3
numeric__app_delivery_ratio,0.00024862595631390235,attack_subtype,all,random_forest,3
numeric__uplink_delivery_ratio,0.00017776164542736443,attack_subtype,all,random_forest,3
numeric__queue_drops_delta,0.00015275535649571971,attack_subtype,all,random_forest,3
numeric__app_timeouts_delta,9.87921973984527e-05,attack_subtype,all,random_forest,3
numeric__reachable_fraction,0.0,attack_subtype,all,random_forest,3
numeric__route_miss_delta,0.0,attack_subtype,all,random_forest,3
numeric__mean_neighbors,0.0,attack_subtype,all,random_forest,3
numeric__root_mean_rssi,0.0,attack_subtype,all,random_forest,3
numeric__parent_changes_delta,0.0,attack_subtype,all,random_forest,3
numeric__client_mac_valid_nodes,0.0,attack_subtype,all,random_forest,3
numeric__client_mac_reset_nodes,0.0,attack_subtype,all,random_forest,3
numeric__root_mac_rx_delta,0.27679853008330296,attack_subtype,all,random_forest,4
numeric__client_mac_rx_delta,0.15218928122033004,attack_subtype,all,random_forest,4
numeric__client_energest_tx_delta,0.0831625171512513,attack_subtype,all,random_forest,4
numeric__client_energest_listen_delta,0.06691096999388615,attack_subtype,all,random_forest,4
numeric__root_radio_tx_fraction,0.06659356036747767,attack_subtype,all,random_forest,4
numeric__client_mac_tx_attempts_delta,0.06176967679414023,attack_subtype,all,random_forest,4
numeric__client_radio_tx_fraction,0.06061407562804131,attack_subtype,all,random_forest,4
numeric__root_energest_tx_delta,0.04779831495989396,attack_subtype,all,random_forest,4
numeric__client_mac_acked_delta,0.04427578909568125,attack_subtype,all,random_forest,4
numeric__p95_etx_x100,0.015696242472791003,attack_subtype,all,random_forest,4
numeric__mean_etx_x100,0.01436472891662892,attack_subtype,all,random_forest,4
numeric__mean_rank,0.012437665910064807,attack_subtype,all,random_forest,4
numeric__std_etx_x100,0.011876546685610986,attack_subtype,all,random_forest,4
numeric__max_rtt_ms,0.009321532934515412,attack_subtype,all,random_forest,4
numeric__std_rtt_ms,0.00805206099133101,attack_subtype,all,random_forest,4
numeric__mean_rtt_ms,0.007448828446101541,attack_subtype,all,random_forest,4
numeric__p95_rtt_ms,0.00731844470012575,attack_subtype,all,random_forest,4
numeric__mean_rssi,0.007068792892770227,attack_subtype,all,random_forest,4
numeric__root_mean_etx_x100,0.0066425233789826985,attack_subtype,all,random_forest,4
numeric__median_rtt_ms,0.0064107317268985485,attack_subtype,all,random_forest,4
numeric__client_mac_ack_ratio,0.005899844934594643,attack_subtype,all,random_forest,4
numeric__root_mac_tx_attempts_delta,0.003428615144381991,attack_subtype,all,random_forest,4
numeric__root_mac_ack_ratio,0.002917616691308719,attack_subtype,all,random_forest,4
numeric__app_rx_delta,0.0025721628771605814,attack_subtype,all,random_forest,4
numeric__uplink_success_count,0.0025340749545165395,attack_subtype,all,random_forest,4
numeric__root_server_tx_delta,0.0023796704951496756,attack_subtype,all,random_forest,4
numeric__root_server_rx_delta,0.0022894400632772873,attack_subtype,all,random_forest,4
numeric__transaction_success_count,0.002227064281886605,attack_subtype,all,random_forest,4
numeric__transaction_count,0.0021150169435796163,attack_subtype,all,random_forest,4
numeric__app_tx_delta,0.002105673782068676,attack_subtype,all,random_forest,4
numeric__client_energest_total_delta,0.0020454079403291053,attack_subtype,all,random_forest,4
numeric__root_mac_acked_delta,0.0019763591361923946,attack_subtype,all,random_forest,4
numeric__app_delivery_ratio,0.0002460618421652737,attack_subtype,all,random_forest,4
numeric__queue_drops_delta,0.00024166595485202688,attack_subtype,all,random_forest,4
numeric__uplink_delivery_ratio,0.00014077231380140657,attack_subtype,all,random_forest,4
numeric__app_timeouts_delta,0.0001297382949097774,attack_subtype,all,random_forest,4
numeric__reachable_fraction,0.0,attack_subtype,all,random_forest,4
numeric__route_miss_delta,0.0,attack_subtype,all,random_forest,4
numeric__mean_neighbors,0.0,attack_subtype,all,random_forest,4
numeric__root_mean_rssi,0.0,attack_subtype,all,random_forest,4
numeric__parent_changes_delta,0.0,attack_subtype,all,random_forest,4
numeric__client_mac_valid_nodes,0.0,attack_subtype,all,random_forest,4
numeric__client_mac_reset_nodes,0.0,attack_subtype,all,random_forest,4
numeric__root_mac_rx_delta,0.2929200225018241,attack_subtype,all,random_forest,5
numeric__client_mac_rx_delta,0.13396883996868572,attack_subtype,all,random_forest,5
numeric__client_energest_tx_delta,0.07828386530770155,attack_subtype,all,random_forest,5
numeric__client_energest_listen_delta,0.0681583755214664,attack_subtype,all,random_forest,5
numeric__root_radio_tx_fraction,0.06285449575940594,attack_subtype,all,random_forest,5
numeric__client_mac_tx_attempts_delta,0.061716736889772424,attack_subtype,all,random_forest,5
numeric__client_radio_tx_fraction,0.05915533321164297,attack_subtype,all,random_forest,5
numeric__client_mac_acked_delta,0.05300358695159667,attack_subtype,all,random_forest,5
numeric__root_energest_tx_delta,0.04778476677385921,attack_subtype,all,random_forest,5
numeric__mean_etx_x100,0.015385485933023435,attack_subtype,all,random_forest,5
numeric__p95_etx_x100,0.013245943144527973,attack_subtype,all,random_forest,5
