task,feature_set,model,configuration,seed,rows,accuracy,balanced_accuracy,macro_f1,weighted_f1,mcc
binary_attack,radio,extra_trees,binary_attack__radio__extra_trees,1005,238,0.9327731092436975,0.9313725490196079,0.9313725490196079,0.9327731092436975,0.8627450980392157
binary_attack,radio,extra_trees,binary_attack__radio__extra_trees,1006,238,0.9285714285714286,0.928921568627451,0.9273386850564804,0.9286907263309396,0.8549819600709617
binary_attack,radio,extra_trees,binary_attack__radio__extra_trees,1007,238,0.9411764705882353,0.9411764705882353,0.9400934915498023,0.9412441567781373,0.8803245409275815
binary_attack,radio,extra_trees,binary_attack__radio__extra_trees,1008,238,0.9453781512605042,0.9399509803921569,0.9437075851027055,0.945092932648197,0.8891478940120606
binary_attack,radio,extra_trees,binary_attack__radio__extra_trees,1009,238,0.9537815126050421,0.9571078431372548,0.9531789323079675,0.9539377371265058,0.9080507148826547
binary_attack,radio,extra_trees,binary_attack__radio__extra_trees,1010,238,0.9159663865546218,0.9191176470588236,0.9149514008004573,0.9162786898635955,0.8320207465726276
binary_attack,routing,extra_trees,binary_attack__routing__extra_trees,1001,238,0.8445378151260504,0.8566176470588236,0.8443151883740254,0.8451562227705643,0.7075204809051053
binary_attack,routing,extra_trees,binary_attack__routing__extra_trees,1002,238,0.8487394957983193,0.8590686274509804,0.848353982300885,0.8494462705436157,0.7113997841549293
binary_attack,routing,extra_trees,binary_attack__routing__extra_trees,1003,238,0.8403361344537815,0.8333333333333333,0.8356950802993968,0.8396399763306238,0.6725096063098502
binary_attack,routing,extra_trees,binary_attack__routing__extra_trees,1004,238,0.8151260504201681,0.8235294117647058,0.814484126984127,0.8160430839002268,0.6406257540082976
binary_attack,routing,extra_trees,binary_attack__routing__extra_trees,1005,238,0.8151260504201681,0.8235294117647058,0.814484126984127,0.8160430839002268,0.6406257540082976
binary_attack,routing,extra_trees,binary_attack__routing__extra_trees,1006,238,0.8403361344537815,0.8394607843137255,0.8377583237657864,0.8406798425455141,0.6760039721087754
binary_attack,routing,extra_trees,binary_attack__routing__extra_trees,1007,238,0.8403361344537815,0.8553921568627452,0.8402910221092039,0.8406744770381134,0.7077297902943858
binary_attack,routing,extra_trees,binary_attack__routing__extra_trees,1008,238,0.8697478991596639,0.8774509803921569,0.869079939668175,0.8704158586511529,0.7471591718924568
binary_attack,routing,extra_trees,binary_attack__routing__extra_trees,1009,238,0.8613445378151261,0.875,0.8612244897959184,0.8618075801749272,0.7449424095283976
binary_attack,routing,extra_trees,binary_attack__routing__extra_trees,1010,238,0.8361344537815126,0.8394607843137255,0.8345896819032343,0.8368732577232977,0.6728138420668054
cause_family,all,extra_trees,cause_family__all__extra_trees,1001,238,0.9957983193277311,0.9901960784313726,0.9933988593617279,0.9957772115034582,0.9931544395698192
cause_family,all,extra_trees,cause_family__all__extra_trees,1002,238,1.0,1.0,1.0,1.0,1.0
cause_family,all,extra_trees,cause_family__all__extra_trees,1003,238,1.0,1.0,1.0,1.0,1.0
cause_family,all,extra_trees,cause_family__all__extra_trees,1004,238,0.9957983193277311,0.9901960784313726,0.9933988593617279,0.9957772115034582,0.9931544395698192
cause_family,all,extra_trees,cause_family__all__extra_trees,1005,238,0.9957983193277311,0.9901960784313726,0.9933988593617279,0.9957772115034582,0.9931544395698192
cause_family,all,extra_trees,cause_family__all__extra_trees,1006,238,1.0,1.0,1.0,1.0,1.0
cause_family,all,extra_trees,cause_family__all__extra_trees,1007,238,0.9957983193277311,0.9901960784313726,0.9933988593617279,0.9957772115034582,0.9931544395698192
cause_family,all,extra_trees,cause_family__all__extra_trees,1008,238,0.9957983193277311,0.9901960784313726,0.9933988593617279,0.9957772115034582,0.9931544395698192
cause_family,all,extra_trees,cause_family__all__extra_trees,1009,238,0.9915966386554622,0.9803921568627452,0.9866469573786647,0.9914898110020061,0.9863141152698681
cause_family,all,extra_trees,cause_family__all__extra_trees,1010,238,0.9957983193277311,0.9901960784313726,0.9933988593617279,0.9957772115034582,0.9931544395698192
cause_family,all,logistic,cause_family__all__logistic,1001,238,1.0,1.0,1.0,1.0,1.0
cause_family,all,logistic,cause_family__all__logistic,1002,238,0.9957983193277311,0.9967320261437909,0.9935270460008091,0.9958184173219513,0.9931811136240503
cause_family,all,logistic,cause_family__all__logistic,1003,238,1.0,1.0,1.0,1.0,1.0
cause_family,all,logistic,cause_family__all__logistic,1004,238,1.0,1.0,1.0,1.0,1.0
cause_family,all,logistic,cause_family__all__logistic,1005,238,1.0,1.0,1.0,1.0,1.0
cause_family,all,logistic,cause_family__all__logistic,1006,238,0.9957983193277311,0.9967320261437909,0.9935270460008091,0.9958184173219513,0.9931811136240503
cause_family,all,logistic,cause_family__all__logistic,1007,238,0.9915966386554622,0.9934640522875817,0.9871758604431872,0.9916750858759343,0.9864485484330842
cause_family,all,logistic,cause_family__all__logistic,1008,238,0.9957983193277311,0.9901960784313726,0.9933988593617279,0.9957772115034582,0.9931544395698192
cause_family,all,logistic,cause_family__all__logistic,1009,238,0.9957983193277311,0.9901960784313726,0.9933988593617279,0.9957772115034582,0.9931544395698192
cause_family,all,logistic,cause_family__all__logistic,1010,238,1.0,1.0,1.0,1.0,1.0
cause_family,all,random_forest,cause_family__all__random_forest,1001,238,0.9957983193277311,0.9901960784313726,0.9933988593617279,0.9957772115034582,0.9931544395698192
