task,feature_set,model,fold,run_id,seed,scenario,window_start_s,window_end_s,true_target,top_features,top_mean_abs_shap
binary_attack,mac,extra_trees,5,RX60_seed1010_600s,1010,RX60,240,250,benign,client_mac_ack_ratio | client_mac_rx_delta | root_mac_ack_ratio | client_mac_tx_attempts_delta | client_mac_acked_delta,0.13334666 | 0.10062608 | 0.071111953 | 0.064166174 | 0.054072744
binary_attack,mac,extra_trees,5,RX60_seed1010_600s,1010,RX60,250,260,benign,client_mac_rx_delta | root_mac_ack_ratio | client_mac_ack_ratio | root_mac_rx_delta | client_mac_acked_delta,0.15717746 | 0.074694163 | 0.070514963 | 0.06789416 | 0.046499586
binary_attack,mac,extra_trees,5,RX60_seed1010_600s,1010,RX60,320,330,benign,client_mac_rx_delta | client_mac_ack_ratio | root_mac_ack_ratio | root_mac_rx_delta | client_mac_acked_delta,0.1434533 | 0.094985376 | 0.077789584 | 0.072973288 | 0.044632792
binary_attack,mac,extra_trees,5,RX60_seed1010_600s,1010,RX60,380,390,benign,client_mac_rx_delta | client_mac_ack_ratio | root_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_acked_delta,0.17091874 | 0.10137672 | 0.073053369 | 0.050415338 | 0.047984078
binary_attack,mac,extra_trees,5,RX60_seed1010_600s,1010,RX60,390,400,benign,client_mac_rx_delta | client_mac_ack_ratio | root_mac_rx_delta | root_mac_ack_ratio | client_mac_tx_attempts_delta,0.15067928 | 0.091166405 | 0.071834175 | 0.068527126 | 0.043505534
binary_attack,mac,extra_trees,5,RX60_seed1010_600s,1010,RX60,440,450,benign,client_mac_rx_delta | client_mac_ack_ratio | root_mac_rx_delta | root_mac_ack_ratio | client_mac_acked_delta,0.15563586 | 0.093944167 | 0.074757808 | 0.064882332 | 0.04474783
binary_attack,mac,extra_trees,5,RX60_seed1010_600s,1010,RX60,470,480,benign,client_mac_rx_delta | client_mac_ack_ratio | root_mac_ack_ratio | root_mac_rx_delta | client_mac_acked_delta,0.14329441 | 0.097099399 | 0.069598615 | 0.069134707 | 0.045289143
binary_attack,mac,extra_trees,5,RX60_seed1010_600s,1010,RX60,480,490,benign,client_mac_rx_delta | client_mac_ack_ratio | root_mac_ack_ratio | root_mac_rx_delta | client_mac_acked_delta,0.14675448 | 0.092399975 | 0.077553967 | 0.077235882 | 0.04418938
binary_attack,mac,extra_trees,5,RX60_seed1010_600s,1010,RX60,490,500,benign,client_mac_rx_delta | client_mac_ack_ratio | root_mac_ack_ratio | root_mac_rx_delta | client_mac_acked_delta,0.14436745 | 0.089894353 | 0.075915809 | 0.070758986 | 0.043151728
binary_attack,mac,extra_trees,5,RX60_seed1010_600s,1010,RX60,500,510,benign,client_mac_rx_delta | client_mac_ack_ratio | root_mac_ack_ratio | root_mac_rx_delta | client_mac_acked_delta,0.13170633 | 0.098462953 | 0.081473908 | 0.066317501 | 0.04842185
binary_attack,mac,extra_trees,5,RX75_seed1005_600s,1005,RX75,210,220,benign,client_mac_rx_delta | client_mac_ack_ratio | client_mac_tx_attempts_delta | root_mac_rx_delta | client_mac_acked_delta,0.19816146 | 0.12694144 | 0.069342559 | 0.068924709 | 0.048175054
binary_attack,mac,extra_trees,5,RX75_seed1005_600s,1005,RX75,220,230,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_ack_ratio | client_mac_tx_attempts_delta | client_mac_acked_delta,0.1763166 | 0.082168505 | 0.076033541 | 0.05064502 | 0.050041441
binary_attack,mac,extra_trees,5,RX75_seed1005_600s,1005,RX75,260,270,benign,client_mac_rx_delta | client_mac_ack_ratio | client_mac_tx_attempts_delta | root_mac_rx_delta | client_mac_acked_delta,0.21221187 | 0.11890667 | 0.069890248 | 0.069732816 | 0.060979459
binary_attack,mac,extra_trees,5,RX75_seed1005_600s,1005,RX75,290,300,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_ack_ratio | client_mac_acked_delta | client_mac_tx_attempts_delta,0.21811958 | 0.084173894 | 0.084057397 | 0.049267933 | 0.048476628
binary_attack,mac,extra_trees,5,RX75_seed1005_600s,1005,RX75,310,320,benign,client_mac_rx_delta | client_mac_ack_ratio | root_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_acked_delta,0.18444856 | 0.096948983 | 0.075017689 | 0.053536944 | 0.048019944
binary_attack,mac,extra_trees,5,RX75_seed1005_600s,1005,RX75,350,360,benign,client_mac_rx_delta | client_mac_ack_ratio | root_mac_ack_ratio | root_mac_rx_delta | client_mac_tx_attempts_delta,0.13953925 | 0.081886186 | 0.076976587 | 0.070920572 | 0.046071093
binary_attack,mac,extra_trees,5,RX75_seed1005_600s,1005,RX75,470,480,benign,client_mac_rx_delta | client_mac_ack_ratio | root_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_acked_delta,0.18331172 | 0.099951742 | 0.080673688 | 0.050083196 | 0.045135932
binary_attack,mac,extra_trees,5,RX75_seed1005_600s,1005,RX75,500,510,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_ack_ratio | root_mac_ack_ratio | client_mac_acked_delta,0.18675433 | 0.078799315 | 0.071007804 | 0.066261319 | 0.042203105
binary_attack,mac,extra_trees,5,RX75_seed1005_600s,1005,RX75,510,520,benign,client_mac_rx_delta | client_mac_ack_ratio | root_mac_ack_ratio | root_mac_rx_delta | client_mac_tx_attempts_delta,0.11839139 | 0.10621252 | 0.070257551 | 0.067912764 | 0.052412676
binary_attack,mac,extra_trees,5,RX75_seed1010_600s,1010,RX75,210,220,benign,client_mac_rx_delta | client_mac_ack_ratio | root_mac_ack_ratio | root_mac_rx_delta | client_mac_tx_attempts_delta,0.15085283 | 0.08223654 | 0.071684298 | 0.058157233 | 0.049516235
binary_attack,mac,extra_trees,5,RX75_seed1010_600s,1010,RX75,240,250,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_ack_ratio | client_mac_acked_delta | client_mac_tx_attempts_delta,0.23104499 | 0.081151855 | 0.079872545 | 0.047831608 | 0.047586223
binary_attack,mac,extra_trees,5,RX75_seed1010_600s,1010,RX75,250,260,benign,client_mac_rx_delta | client_mac_ack_ratio | root_mac_rx_delta | client_mac_acked_delta | root_mac_ack_ratio,0.22597172 | 0.06199295 | 0.060322521 | 0.039971081 | 0.035767568
binary_attack,mac,extra_trees,5,RX75_seed1010_600s,1010,RX75,260,270,benign,client_mac_rx_delta | client_mac_ack_ratio | root_mac_rx_delta | client_mac_acked_delta | client_mac_tx_attempts_delta,0.17536289 | 0.10766681 | 0.082543621 | 0.05113143 | 0.049037494
binary_attack,mac,extra_trees,5,RX75_seed1010_600s,1010,RX75,310,320,benign,client_mac_rx_delta | client_mac_ack_ratio | root_mac_rx_delta | root_mac_ack_ratio | client_mac_acked_delta,0.16522923 | 0.076593354 | 0.074623858 | 0.072306812 | 0.042693911
binary_attack,mac,extra_trees,5,RX75_seed1010_600s,1010,RX75,320,330,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_ack_ratio | client_mac_acked_delta | client_mac_tx_attempts_delta,0.23634633 | 0.085920917 | 0.072145528 | 0.049291066 | 0.041468235
binary_attack,mac,extra_trees,5,RX75_seed1010_600s,1010,RX75,350,360,benign,client_mac_rx_delta | client_mac_ack_ratio | root_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_acked_delta,0.22374094 | 0.11343451 | 0.085332469 | 0.060450988 | 0.051875741
binary_attack,mac,extra_trees,5,RX75_seed1010_600s,1010,RX75,370,380,benign,client_mac_rx_delta | client_mac_ack_ratio | root_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_acked_delta,0.24994116 | 0.10090917 | 0.085997345 | 0.0527346 | 0.048814683
binary_attack,mac,extra_trees,5,RX75_seed1010_600s,1010,RX75,400,410,benign,client_mac_rx_delta | root_mac_ack_ratio | client_mac_ack_ratio | root_mac_rx_delta | root_mac_tx_attempts_delta,0.14095377 | 0.083163309 | 0.072041271 | 0.065521383 | 0.047057597
binary_attack,mac,extra_trees,5,RX75_seed1010_600s,1010,RX75,430,440,benign,client_mac_rx_delta | client_mac_ack_ratio | root_mac_rx_delta | root_mac_ack_ratio | client_mac_tx_attempts_delta,0.17429055 | 0.080542523 | 0.078767958 | 0.060314479 | 0.044444702
binary_attack,mac,extra_trees,5,RX75_seed1010_600s,1010,RX75,480,490,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_ack_ratio | client_mac_acked_delta | client_mac_tx_attempts_delta,0.25898609 | 0.086893655 | 0.079382231 | 0.048330025 | 0.042887554
binary_attack,mac,extra_trees,5,RX75_seed1010_600s,1010,RX75,500,510,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_ack_ratio | client_mac_tx_attempts_delta | client_mac_acked_delta,0.22362833 | 0.087093666 | 0.074369309 | 0.041900112 | 0.041179387
binary_attack,mac,extra_trees,5,RX90_seed1005_600s,1005,RX90,210,220,benign,client_mac_rx_delta | root_mac_ack_ratio | client_mac_acked_delta | client_mac_tx_attempts_delta | root_mac_rx_delta,0.26245652 | 0.044423289 | 0.041971931 | 0.025776505 | 0.022417554
binary_attack,mac,extra_trees,5,RX90_seed1005_600s,1005,RX90,250,260,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_acked_delta | root_mac_ack_ratio | client_mac_tx_attempts_delta,0.29048648 | 0.098198372 | 0.051187578 | 0.045305219 | 0.021105839
binary_attack,mac,extra_trees,5,RX90_seed1005_600s,1005,RX90,260,270,benign,client_mac_rx_delta | root_mac_rx_delta | root_mac_ack_ratio | client_mac_acked_delta | client_mac_ack_ratio,0.35985257 | 0.090830903 | 0.054202589 | 0.035352351 | 0.027750482
binary_attack,mac,extra_trees,5,RX90_seed1005_600s,1005,RX90,270,280,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_acked_delta | client_mac_ack_ratio | client_mac_tx_attempts_delta,0.26724069 | 0.080704627 | 0.048620529 | 0.040888512 | 0.038535944
binary_attack,mac,extra_trees,5,RX90_seed1005_600s,1005,RX90,310,320,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_acked_delta | client_mac_tx_attempts_delta | root_mac_ack_ratio,0.34256132 | 0.10271767 | 0.058605575 | 0.045129869 | 0.04012216
binary_attack,mac,extra_trees,5,RX90_seed1005_600s,1005,RX90,370,380,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_acked_delta | root_mac_ack_ratio | client_mac_ack_ratio,0.23817625 | 0.088261256 | 0.049863492 | 0.042047705 | 0.040256851
binary_attack,mac,extra_trees,5,RX90_seed1005_600s,1005,RX90,420,430,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_acked_delta | client_mac_tx_attempts_delta | root_mac_ack_ratio,0.31733685 | 0.099137597 | 0.056605488 | 0.043928417 | 0.015559774
binary_attack,mac,extra_trees,5,RX90_seed1005_600s,1005,RX90,430,440,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_ack_ratio | client_mac_acked_delta | client_mac_tx_attempts_delta,0.27870276 | 0.092068052 | 0.058899075 | 0.051089805 | 0.037504912
binary_attack,mac,extra_trees,5,RX90_seed1005_600s,1005,RX90,500,510,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_acked_delta | client_mac_tx_attempts_delta | root_mac_ack_ratio,0.3320597 | 0.095234528 | 0.053664474 | 0.0366183 | 0.035070103
binary_attack,mac,extra_trees,5,RX90_seed1005_600s,1005,RX90,510,520,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_acked_delta | client_mac_ack_ratio | client_mac_tx_attempts_delta,0.26130373 | 0.093411494 | 0.050413523 | 0.045750392 | 0.040660473
binary_attack,mac,extra_trees,5,RX90_seed1005_600s,1005,RX90,520,530,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_ack_ratio | client_mac_acked_delta | client_mac_tx_attempts_delta,0.26487618 | 0.086557453 | 0.05895389 | 0.055586302 | 0.046819445
binary_attack,mac,extra_trees,5,RX90_seed1010_600s,1010,RX90,210,220,benign,client_mac_rx_delta | root_mac_ack_ratio | root_mac_rx_delta | client_mac_ack_ratio | client_mac_acked_delta,0.14657538 | 0.079863446 | 0.077030184 | 0.063129183 | 0.050006159
binary_attack,mac,extra_trees,5,RX90_seed1010_600s,1010,RX90,220,230,benign,client_mac_rx_delta | root_mac_rx_delta | root_mac_ack_ratio | client_mac_acked_delta | client_mac_tx_attempts_delta,0.33473231 | 0.082604073 | 0.055532659 | 0.045407131 | 0.028131359
binary_attack,mac,extra_trees,5,RX90_seed1010_600s,1010,RX90,250,260,benign,client_mac_rx_delta | root_mac_rx_delta | root_mac_ack_ratio | client_mac_acked_delta | client_mac_tx_attempts_delta,0.35476029 | 0.091883067 | 0.045343939 | 0.043835857 | 0.02303949
binary_attack,mac,extra_trees,5,RX90_seed1010_600s,1010,RX90,260,270,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_acked_delta | root_mac_ack_ratio | client_mac_ack_ratio,0.39227635 | 0.097856901 | 0.050456677 | 0.036180909 | 0.026245545
binary_attack,mac,extra_trees,5,RX90_seed1010_600s,1010,RX90,270,280,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_ack_ratio | client_mac_acked_delta | root_mac_ack_ratio,0.38939481 | 0.079607198 | 0.051925655 | 0.051178263 | 0.036823148
binary_attack,mac,extra_trees,5,RX90_seed1010_600s,1010,RX90,280,290,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_ack_ratio | client_mac_acked_delta | root_mac_ack_ratio,0.37906271 | 0.0950182 | 0.058217845 | 0.049497611 | 0.029578778
binary_attack,mac,extra_trees,5,RX90_seed1010_600s,1010,RX90,330,340,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_acked_delta | client_mac_tx_attempts_delta | root_mac_ack_ratio,0.30866418 | 0.091951892 | 0.055807781 | 0.038661839 | 0.018252977
binary_attack,mac,extra_trees,5,RX90_seed1010_600s,1010,RX90,340,350,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_acked_delta | client_mac_tx_attempts_delta | root_mac_ack_ratio,0.35071566 | 0.10092041 | 0.051445435 | 0.02702225 | 0.02305086
binary_attack,mac,extra_trees,5,RX90_seed1010_600s,1010,RX90,360,370,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_acked_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.36132878 | 0.10108979 | 0.053429577 | 0.031090038 | 0.024733366
binary_attack,mac,extra_trees,5,RX90_seed1010_600s,1010,RX90,430,440,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_acked_delta | root_mac_ack_ratio | client_mac_ack_ratio,0.33621303 | 0.092269497 | 0.045588119 | 0.041932047 | 0.031889113
binary_attack,mac,extra_trees,5,RX90_seed1010_600s,1010,RX90,480,490,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_acked_delta | root_mac_ack_ratio | client_mac_ack_ratio,0.29653287 | 0.098226419 | 0.052200347 | 0.036051124 | 0.032299915
binary_attack,mac,extra_trees,5,RX90_seed1010_600s,1010,RX90,520,530,benign,client_mac_rx_delta | root_mac_rx_delta | client_mac_acked_delta | root_mac_ack_ratio | client_mac_tx_attempts_delta,0.34293162 | 0.088365464 | 0.051853305 | 0.037765428 | 0.033448989
binary_attack,mac,extra_trees,5,UDP_Flood_seed1005_600s,1005,UDP_Flood,190,200,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | root_mac_ack_ratio,0.29713711 | 0.18696988 | 0.12689803 | 0.092019128 | 0.029562812
binary_attack,mac,extra_trees,5,UDP_Flood_seed1005_600s,1005,UDP_Flood,210,220,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.28975855 | 0.16304139 | 0.108281 | 0.070335472 | 0.056696809
binary_attack,mac,extra_trees,5,UDP_Flood_seed1005_600s,1005,UDP_Flood,220,230,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | root_mac_ack_ratio,0.32205611 | 0.19218899 | 0.10386339 | 0.10249944 | 0.044346501
binary_attack,mac,extra_trees,5,UDP_Flood_seed1005_600s,1005,UDP_Flood,240,250,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.28997705 | 0.16771328 | 0.12925908 | 0.079079328 | 0.051881379
binary_attack,mac,extra_trees,5,UDP_Flood_seed1005_600s,1005,UDP_Flood,260,270,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | root_mac_ack_ratio,0.28773716 | 0.18277336 | 0.12759958 | 0.0899694 | 0.030014744
binary_attack,mac,extra_trees,5,UDP_Flood_seed1005_600s,1005,UDP_Flood,280,290,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.29129087 | 0.17711049 | 0.1267864 | 0.087238526 | 0.031487958
binary_attack,mac,extra_trees,5,UDP_Flood_seed1005_600s,1005,UDP_Flood,290,300,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.29039858 | 0.17341937 | 0.13568558 | 0.086463457 | 0.04011307
binary_attack,mac,extra_trees,5,UDP_Flood_seed1005_600s,1005,UDP_Flood,320,330,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.29727576 | 0.17722104 | 0.12931105 | 0.085514597 | 0.042864286
binary_attack,mac,extra_trees,5,UDP_Flood_seed1005_600s,1005,UDP_Flood,330,340,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | root_mac_ack_ratio,0.31784632 | 0.19462668 | 0.103075 | 0.10026259 | 0.068904168
binary_attack,mac,extra_trees,5,UDP_Flood_seed1005_600s,1005,UDP_Flood,340,350,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.28108877 | 0.17043133 | 0.13968425 | 0.085609161 | 0.050670252
binary_attack,mac,extra_trees,5,UDP_Flood_seed1005_600s,1005,UDP_Flood,360,370,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.29086878 | 0.17491077 | 0.13275484 | 0.086727315 | 0.040967142
binary_attack,mac,extra_trees,5,UDP_Flood_seed1005_600s,1005,UDP_Flood,400,410,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.2916772 | 0.17201662 | 0.13442367 | 0.079293042 | 0.050935067
binary_attack,mac,extra_trees,5,UDP_Flood_seed1005_600s,1005,UDP_Flood,410,420,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.29242889 | 0.17930935 | 0.13305398 | 0.08604182 | 0.035406816
binary_attack,mac,extra_trees,5,UDP_Flood_seed1005_600s,1005,UDP_Flood,450,460,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | root_mac_ack_ratio,0.2971997 | 0.18545571 | 0.12510174 | 0.091677964 | 0.03004231
binary_attack,mac,extra_trees,5,UDP_Flood_seed1005_600s,1005,UDP_Flood,480,490,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.28653753 | 0.17598347 | 0.13503232 | 0.083401 | 0.047235316
binary_attack,mac,extra_trees,5,UDP_Flood_seed1005_600s,1005,UDP_Flood,490,500,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | root_mac_ack_ratio,0.29486332 | 0.17892341 | 0.1251066 | 0.089034427 | 0.030293743
binary_attack,mac,extra_trees,5,UDP_Flood_seed1005_600s,1005,UDP_Flood,500,510,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.28518483 | 0.16816187 | 0.13820061 | 0.083865843 | 0.049573439
binary_attack,mac,extra_trees,5,UDP_Flood_seed1005_600s,1005,UDP_Flood,510,520,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.28666735 | 0.17298671 | 0.13455374 | 0.08243666 | 0.050876308
binary_attack,mac,extra_trees,5,UDP_Flood_seed1010_600s,1010,UDP_Flood,190,200,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.28917402 | 0.17503403 | 0.13853277 | 0.082428853 | 0.051306354
binary_attack,mac,extra_trees,5,UDP_Flood_seed1010_600s,1010,UDP_Flood,200,210,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.28844584 | 0.16375751 | 0.12401153 | 0.077925142 | 0.05279762
binary_attack,mac,extra_trees,5,UDP_Flood_seed1010_600s,1010,UDP_Flood,210,220,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.28791853 | 0.17083682 | 0.13841385 | 0.084734158 | 0.049849905
binary_attack,mac,extra_trees,5,UDP_Flood_seed1010_600s,1010,UDP_Flood,230,240,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.28599019 | 0.16045983 | 0.12120143 | 0.077871579 | 0.05137898
binary_attack,mac,extra_trees,5,UDP_Flood_seed1010_600s,1010,UDP_Flood,240,250,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.28262321 | 0.16745673 | 0.13517236 | 0.0817306 | 0.050037284
binary_attack,mac,extra_trees,5,UDP_Flood_seed1010_600s,1010,UDP_Flood,250,260,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.29132457 | 0.16950537 | 0.13483274 | 0.082704009 | 0.04941936
binary_attack,mac,extra_trees,5,UDP_Flood_seed1010_600s,1010,UDP_Flood,300,310,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.29129591 | 0.16998861 | 0.13749372 | 0.083485335 | 0.049971883
binary_attack,mac,extra_trees,5,UDP_Flood_seed1010_600s,1010,UDP_Flood,340,350,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.28391267 | 0.17441238 | 0.13983709 | 0.08186774 | 0.051833856
binary_attack,mac,extra_trees,5,UDP_Flood_seed1010_600s,1010,UDP_Flood,350,360,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | root_mac_ack_ratio,0.29081187 | 0.18127185 | 0.13124233 | 0.090116342 | 0.029890365
binary_attack,mac,extra_trees,5,UDP_Flood_seed1010_600s,1010,UDP_Flood,390,400,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.29108326 | 0.16917283 | 0.13598763 | 0.084411258 | 0.047353031
binary_attack,mac,extra_trees,5,UDP_Flood_seed1010_600s,1010,UDP_Flood,400,410,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.30502815 | 0.18182346 | 0.12000171 | 0.088884855 | 0.04133274
binary_attack,mac,extra_trees,5,UDP_Flood_seed1010_600s,1010,UDP_Flood,410,420,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.29066682 | 0.17051882 | 0.13278801 | 0.079597781 | 0.051613828
binary_attack,mac,extra_trees,5,UDP_Flood_seed1010_600s,1010,UDP_Flood,420,430,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.29193847 | 0.17071159 | 0.13330716 | 0.079527478 | 0.051662325
binary_attack,mac,extra_trees,5,UDP_Flood_seed1010_600s,1010,UDP_Flood,440,450,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.29702452 | 0.17367485 | 0.12704474 | 0.07929436 | 0.053701606
binary_attack,mac,extra_trees,5,UDP_Flood_seed1010_600s,1010,UDP_Flood,450,460,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.29170797 | 0.16986174 | 0.13790004 | 0.084542614 | 0.046598455
binary_attack,mac,extra_trees,5,UDP_Flood_seed1010_600s,1010,UDP_Flood,520,530,attack,root_mac_rx_delta | client_mac_acked_delta | client_mac_rx_delta | client_mac_tx_attempts_delta | client_mac_ack_ratio,0.28088756 | 0.17219213 | 0.13805523 | 0.084560979 | 0.049485202
cause_family,all,random_forest,1,Clean_seed1001_600s,1001,Clean,190,200,normal,mean_rank | client_energest_tx_delta | client_energest_listen_delta | client_radio_tx_fraction | mean_etx_x100,0.076124104 | 0.074823045 | 0.074558277 | 0.058736306 | 0.052898616
cause_family,all,random_forest,1,Clean_seed1001_600s,1001,Clean,200,210,normal,client_energest_tx_delta | client_energest_listen_delta | client_radio_tx_fraction | mean_rank | mean_etx_x100,0.076150802 | 0.076086488 | 0.068859164 | 0.067444652 | 0.049755181
cause_family,all,random_forest,1,Clean_seed1001_600s,1001,Clean,210,220,normal,mean_rank | mean_etx_x100 | client_energest_listen_delta | client_energest_tx_delta | client_radio_tx_fraction,0.089401688 | 0.073295248 | 0.070335757 | 0.065979416 | 0.055578375
cause_family,all,random_forest,1,Clean_seed1001_600s,1001,Clean,220,230,normal,client_energest_listen_delta | client_energest_tx_delta | client_radio_tx_fraction | mean_rank | mean_etx_x100,0.079675021 | 0.079090382 | 0.068315583 | 0.068240858 | 0.051835527
cause_family,all,random_forest,1,Clean_seed1001_600s,1001,Clean,230,240,normal,client_energest_listen_delta | client_energest_tx_delta | mean_rank | client_radio_tx_fraction | mean_etx_x100,0.078736655 | 0.077288143 | 0.068727615 | 0.06665645 | 0.050521771
cause_family,all,random_forest,1,Clean_seed1001_600s,1001,Clean,240,250,normal,client_energest_tx_delta | client_energest_listen_delta | mean_rank | client_radio_tx_fraction | mean_etx_x100,0.073469 | 0.071245162 | 0.068030567 | 0.062773882 | 0.049785798
cause_family,all,random_forest,1,Clean_seed1001_600s,1001,Clean,250,260,normal,mean_rank | client_energest_listen_delta | client_energest_tx_delta | client_radio_tx_fraction | mean_etx_x100,0.0723503 | 0.067148644 | 0.062563476 | 0.052649605 | 0.052608837
cause_family,all,random_forest,1,Clean_seed1001_600s,1001,Clean,260,270,normal,client_energest_tx_delta | client_energest_listen_delta | client_radio_tx_fraction | mean_rank | mean_etx_x100,0.077985268 | 0.074565967 | 0.068233909 | 0.067540808 | 0.049319889
cause_family,all,random_forest,1,Clean_seed1001_600s,1001,Clean,270,280,normal,mean_rank | mean_etx_x100 | client_mac_rx_delta | client_energest_tx_delta | client_energest_listen_delta,0.11355218 | 0.088839506 | 0.055564517 | 0.048326205 | 0.044938211
cause_family,all,random_forest,1,Clean_seed1001_600s,1001,Clean,280,290,normal,client_energest_tx_delta | client_energest_listen_delta | mean_rank | client_radio_tx_fraction | mean_etx_x100,0.077599528 | 0.074891159 | 0.06820579 | 0.067009707 | 0.049587669
