task,feature_set,model,fold,feature,mean_abs_shap,sample_count,test_seeds
cause_family,all,random_forest,5,queue_drops_delta,7.586671173579822e-20,200,"1005,1010"
cause_family,all,random_forest,5,client_mac_tx_attempts_delta,0.011812362873838168,200,"1005,1010"
cause_family,all,random_forest,5,client_mac_acked_delta,0.008954044889490502,200,"1005,1010"
cause_family,all,random_forest,5,client_mac_rx_delta,0.0532326803382445,200,"1005,1010"
cause_family,all,random_forest,5,client_mac_ack_ratio,0.022847370244410563,200,"1005,1010"
cause_family,all,random_forest,5,client_mac_valid_nodes,4.211702589750493e-05,200,"1005,1010"
cause_family,all,random_forest,5,client_mac_reset_nodes,8.39988906453611e-06,200,"1005,1010"
cause_family,all,random_forest,5,root_mac_tx_attempts_delta,0.004889155169240932,200,"1005,1010"
cause_family,all,random_forest,5,root_mac_acked_delta,0.0005964972475368627,200,"1005,1010"
cause_family,all,random_forest,5,root_mac_rx_delta,0.019162564926571535,200,"1005,1010"
cause_family,all,random_forest,5,root_mac_ack_ratio,0.006816262746989901,200,"1005,1010"
cause_family,all,random_forest,5,client_energest_tx_delta,0.05065213060779478,200,"1005,1010"
cause_family,all,random_forest,5,client_energest_listen_delta,0.04927032418903967,200,"1005,1010"
cause_family,all,random_forest,5,client_energest_total_delta,0.00010833271674028834,200,"1005,1010"
cause_family,all,random_forest,5,client_radio_tx_fraction,0.044834697307535074,200,"1005,1010"
cause_family,all,random_forest,5,root_energest_tx_delta,0.007353011191811695,200,"1005,1010"
cause_family,all,random_forest,5,root_radio_tx_fraction,0.005853222362483932,200,"1005,1010"
seven_class,all,extra_trees,1,reachable_fraction,0.0,200,"1001,1006"
seven_class,all,extra_trees,1,app_tx_delta,0.000778647243654105,200,"1001,1006"
seven_class,all,extra_trees,1,app_rx_delta,0.000654626797394441,200,"1001,1006"
seven_class,all,extra_trees,1,app_timeouts_delta,0.0001287483830559924,200,"1001,1006"
seven_class,all,extra_trees,1,route_miss_delta,0.0,200,"1001,1006"
seven_class,all,extra_trees,1,root_server_rx_delta,0.0008317921147230901,200,"1001,1006"
seven_class,all,extra_trees,1,root_server_tx_delta,0.0008897812559254023,200,"1001,1006"
seven_class,all,extra_trees,1,transaction_count,0.00037204159666671727,200,"1001,1006"
seven_class,all,extra_trees,1,transaction_success_count,0.00038386510230538313,200,"1001,1006"
seven_class,all,extra_trees,1,uplink_success_count,0.0003490644159561246,200,"1001,1006"
seven_class,all,extra_trees,1,app_delivery_ratio,9.770915276743665e-05,200,"1001,1006"
seven_class,all,extra_trees,1,uplink_delivery_ratio,1.3982365202416605e-05,200,"1001,1006"
seven_class,all,extra_trees,1,mean_rtt_ms,0.002550812092092166,200,"1001,1006"
seven_class,all,extra_trees,1,median_rtt_ms,0.0010001301275993225,200,"1001,1006"
seven_class,all,extra_trees,1,p95_rtt_ms,0.0007175397711025453,200,"1001,1006"
seven_class,all,extra_trees,1,max_rtt_ms,0.0007325852563534298,200,"1001,1006"
seven_class,all,extra_trees,1,std_rtt_ms,0.0006087954905431257,200,"1001,1006"
seven_class,all,extra_trees,1,mean_etx_x100,0.026111980664606824,200,"1001,1006"
seven_class,all,extra_trees,1,std_etx_x100,0.009975735132244963,200,"1001,1006"
seven_class,all,extra_trees,1,p95_etx_x100,0.018061368977084772,200,"1001,1006"
seven_class,all,extra_trees,1,mean_rank,0.03212568126833808,200,"1001,1006"
seven_class,all,extra_trees,1,mean_neighbors,0.0,200,"1001,1006"
seven_class,all,extra_trees,1,mean_rssi,0.007735154601572839,200,"1001,1006"
seven_class,all,extra_trees,1,parent_changes_delta,5.969160547034854e-05,200,"1001,1006"
seven_class,all,extra_trees,1,root_mean_etx_x100,0.017812608618820048,200,"1001,1006"
seven_class,all,extra_trees,1,root_mean_rssi,0.0,200,"1001,1006"
seven_class,all,extra_trees,1,queue_drops_delta,1.5691836075762103e-05,200,"1001,1006"
seven_class,all,extra_trees,1,client_mac_tx_attempts_delta,0.011865700881578647,200,"1001,1006"
seven_class,all,extra_trees,1,client_mac_acked_delta,0.01717940584733841,200,"1001,1006"
seven_class,all,extra_trees,1,client_mac_rx_delta,0.028886566588842293,200,"1001,1006"
seven_class,all,extra_trees,1,client_mac_ack_ratio,0.010579091540848807,200,"1001,1006"
seven_class,all,extra_trees,1,client_mac_valid_nodes,0.00010298141938160337,200,"1001,1006"
seven_class,all,extra_trees,1,client_mac_reset_nodes,9.497107433664972e-05,200,"1001,1006"
seven_class,all,extra_trees,1,root_mac_tx_attempts_delta,0.00346528219336695,200,"1001,1006"
seven_class,all,extra_trees,1,root_mac_acked_delta,0.0007757239705386145,200,"1001,1006"
seven_class,all,extra_trees,1,root_mac_rx_delta,0.03546013474053074,200,"1001,1006"
seven_class,all,extra_trees,1,root_mac_ack_ratio,0.006566245945263108,200,"1001,1006"
seven_class,all,extra_trees,1,client_energest_tx_delta,0.01686211951023866,200,"1001,1006"
seven_class,all,extra_trees,1,client_energest_listen_delta,0.019490936640575964,200,"1001,1006"
seven_class,all,extra_trees,1,client_energest_total_delta,0.00047046289494743576,200,"1001,1006"
seven_class,all,extra_trees,1,client_radio_tx_fraction,0.017902988261094724,200,"1001,1006"
seven_class,all,extra_trees,1,root_energest_tx_delta,0.007345163167906764,200,"1001,1006"
seven_class,all,extra_trees,1,root_radio_tx_fraction,0.0071967638845194006,200,"1001,1006"
