task,feature_set,model,fold,train_seeds,test_seeds,train_rows,test_rows,accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,mcc,roc_auc,pr_auc,roc_auc_ovr_macro
cause_family,radio,extra_trees,pooled,,1001-1010,,2380,0.8819327731092437,0.8637254901960784,0.860269789523976,0.8821006803966147,0.8570815175362508,0.8637254901960784,0.8077552249123161,,,0.9693795655517109
cause_family,all,extra_trees,1,"1002,1003,1004,1005,1007,1008,1009,1010","1001,1006",1904,476,0.9978991596638656,0.9950980392156863,0.9967158682725105,0.9978939470382013,0.9983739837398374,0.9950980392156863,0.9965729381344421,,,1.0
cause_family,all,extra_trees,2,"1001,1003,1004,1005,1006,1008,1009,1010","1002,1007",1904,476,0.9978991596638656,0.9950980392156863,0.9967158682725105,0.9978939470382013,0.9983739837398374,0.9950980392156863,0.9965729381344421,,,0.9999879853902346
cause_family,all,extra_trees,3,"1001,1002,1004,1005,1006,1007,1009,1010","1003,1008",1904,476,0.9978991596638656,0.9950980392156863,0.9967158682725105,0.9978939470382013,0.9983739837398374,0.9950980392156863,0.9965729381344421,,,1.0
cause_family,all,extra_trees,4,"1001,1002,1003,1005,1006,1007,1008,1010","1004,1009",1904,476,0.9936974789915967,0.9852941176470589,0.9900401908223359,0.9936392141937014,0.9951377377851448,0.9852941176470589,0.9897300620698252,,,0.9999639561707037
cause_family,all,extra_trees,5,"1001,1002,1003,1004,1006,1007,1008,1009","1005,1010",1904,476,0.9957983193277311,0.9901960784313726,0.9933988593617279,0.9957772115034582,0.9967637540453075,0.9901960784313726,0.9931544395698192,,,1.0
cause_family,all,extra_trees,pooled,,1001-1010,,2380,0.9966386554621849,0.9921568627450981,0.9947277516153697,0.9966227554782643,0.9973983665403997,0.9921568627450981,0.9945173647672805,,,0.9999884659746252
seven_class,application_qos,extra_trees,1,"1002,1003,1004,1005,1007,1008,1009,1010","1001,1006",1904,476,0.3277310924369748,0.3277310924369748,0.31519596813840717,0.3151959681384072,0.3080086854705294,0.3277310924369748,0.21618554896144315,,,0.7193627450980393
seven_class,application_qos,extra_trees,2,"1001,1003,1004,1005,1006,1008,1009,1010","1002,1007",1904,476,0.30462184873949577,0.30462184873949577,0.29147828486779676,0.2914782848677968,0.2859022219324001,0.30462184873949577,0.18937407359080466,,,0.7277506590871642
seven_class,application_qos,extra_trees,3,"1001,1002,1004,1005,1006,1007,1009,1010","1003,1008",1904,476,0.3025210084033613,0.3025210084033613,0.29625547772048233,0.2962554777204824,0.29357454423588336,0.3025210084033613,0.1865908741332898,,,0.7308890467951888
seven_class,application_qos,extra_trees,4,"1001,1002,1003,1005,1006,1007,1008,1010","1004,1009",1904,476,0.2605042016806723,0.2605042016806723,0.25730720179303057,0.2573072017930305,0.25566203869595133,0.2605042016806723,0.1374078133305596,,,0.6962766724336794
seven_class,application_qos,extra_trees,5,"1001,1002,1003,1004,1006,1007,1008,1009","1005,1010",1904,476,0.3025210084033613,0.3025210084033613,0.3007986165412267,0.30079861654122664,0.3008830226600688,0.3025210084033613,0.1865070587421242,,,0.7103157439446367
